Build tool,Group id,Artifact id,Version,Dependency group id,Dependency artifact id,Dependency version,Direct Dependency,Resolution failure
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.projectlombok,lombok,1.18.42,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-groovy,8.73.0-SNAPSHOT,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.codehaus.groovy,groovy,3.0.25,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-bom,8.73.0-SNAPSHOT,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.assertj,assertj-core,4.0.0-M1,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,net.bytebuddy,byte-buddy,1.17.1,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-engine,5.14.0,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-api,5.14.0,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.junit.platform,junit-platform-commons,1.14.0,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.junit,junit-bom,5.14.0,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.opentest4j,opentest4j,1.3.0,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.junit.platform,junit-platform-engine,1.14.0,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-hcl,8.73.0-SNAPSHOT,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-test,8.73.0-SNAPSHOT,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,com.fasterxml.jackson.dataformat,jackson-dataformat-csv,2.17.2,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.junit.jupiter,junit-jupiter-params,5.14.0,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.slf4j,slf4j-nop,1.7.36,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.slf4j,slf4j-api,1.7.36,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-java-17,8.73.0-SNAPSHOT,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-gradle,8.73.0-SNAPSHOT,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-maven,8.73.0-SNAPSHOT,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,2.17.2,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,com.fasterxml.woodstox,woodstox-core,6.7.0,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.codehaus.woodstox,stax2-api,4.2.2,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,com.fasterxml.jackson.module,jackson-module-jaxb-annotations,2.17.2,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,jakarta.xml.bind,jakarta.xml.bind-api,2.3.3,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,jakarta.activation,jakarta.activation-api,1.2.2,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,com.fasterxml.jackson.datatype,jackson-datatype-jdk8,2.17.2,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,dev.failsafe,failsafe,3.3.2,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-kotlin,8.73.0-SNAPSHOT,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.jetbrains.kotlin,kotlin-compiler-embeddable,1.9.25,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.jetbrains.kotlin,kotlin-stdlib,1.9.25,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.jetbrains.kotlin,kotlin-script-runtime,1.9.25,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.jetbrains.kotlin,kotlin-reflect,1.6.10,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.jetbrains.kotlin,kotlin-daemon-embeddable,1.9.25,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.jetbrains.intellij.deps,trove4j,1.0.20200330,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-toml,8.73.0-SNAPSHOT,false,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.junit.platform,junit-platform-launcher,1.14.0,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-json,8.73.0-SNAPSHOT,true,
Gradle,org.openrewrite,rewrite-polyglot,2.10.0-SNAPSHOT,org.openrewrite,rewrite-protobuf,8.73.0-SNAPSHOT,true,
